"id","publisher","title","URL","accessed_at","geography","source_type","supports","limitation"
"CODE018","Zavoia admin-api","Permanent website variant purchase","../admin-api/src/entities/website-variant-purchase.entity.ts","2026-07-13","Zavoia","local_code","Business-scoped permanent completed-purchase ownership surviving plan downgrade","Public site delivery is absent; current checkout hardening is WIP"
"CODE019","Zavoia public web","Marketing dictionaries","../zavoia-web/src/i18n/dictionaries/en.ts","2026-07-13","Zavoia","local_code_marketing","Contains public scale payments payouts recurring verification cancellation and testimonial claims audited in the correction register","Copy is not operational or external evidence"
"CODE020","Zavoia public web","Stale marketing pricing data","../zavoia-web/src/lib/marketing/pricing.ts","2026-07-13","Zavoia","local_code_marketing","100 RON and EUR 20 per-member presentation values","Explicitly excluded from price recommendation and not authoritative"
"CODE021","Zavoia admin-api","Dashboard potential revenue","../admin-api/src/modules/dashboard/dashboard.service.ts","2026-07-13","Zavoia","local_code","Sums scheduled snapshot list price for non-cancelled appointments","Not collected payment revenue"
"CODE022","Zavoia admin-api","SMS sending service","../admin-api/src/modules/sms/sms.service.ts","2026-07-13","Zavoia","local_code","Twilio send followed by one internal credit deduction per API call","No segment accounting; send-before-deduction race and unchecked affected-row result create exposure"
"CODE023","Zavoia repositories","Cross-repository absence-search manifest","ZAVOIA_PRODUCT_MARKET_PRICING_AUDIT_2026-07-13.md","2026-07-13","Zavoia","local_audit_manifest","Exact query families roots interpretation rule and scope for appointment money and payouts; calendar sync and WhatsApp; gift cards loyalty referrals chat POS payroll and inventory; recurring appointment series; published-snapshot consumers; domains DNS SSL; merchant-site SEO analytics; and service-text search","Absence conclusion is scoped to the audited snapshot and cannot prove private systems outside the repositories"
"CODE024","Zavoia admin-api","Oblio VAT logic","../admin-api/src/modules/oblio/vat.util.ts","2026-07-13","Zavoia","local_code","Hard-coded 19 percent Romanian and EU-B2C standard rate","Stale against current 21 percent statutory standard"
"CODE025","Zavoia admin-api","Oblio invoice service","../admin-api/src/modules/oblio/oblio.service.ts","2026-07-13","Zavoia","local_code","Issuer VAT flag false and Stripe line items represented as net with VAT excluded","Changing a constant alone can create payment and invoice mismatch"
"CODE026","Zavoia admin-api","Business customer model and service","../admin-api/src/modules/businessCustomers/business-customer.service.ts","2026-07-13","Zavoia","local_code","Search history notes custom fields source and merge behavior","No customer-list CSV import/export was found"
"CODE027","Zavoia admin-dashboard","Customer list page","src/features/customers/pages/customers.tsx","2026-07-13","Zavoia","local_code","Requests offset zero limit 20 and supports search","No visible paging or load-more means non-search browsing effectively stops at first 20"
"CODE028","Zavoia admin-dashboard","Customer history PDF builder","src/features/customers/buildCustomerHistoryPdf.ts","2026-07-13","Zavoia","local_code","Customer history PDF export","A PDF history is not a portable customer-list export"
"CODE029","Zavoia marketplace app","Appointment view model gap declarations","../marketplace-app/features/appointments/view-model.ts","2026-07-13","Zavoia","local_code","Explicit optional stubs for recurrence payment policy distance rating media and cancellation metadata","UI degradation is not backend functionality"
"CODE030","Zavoia marketplace app","Push registration service and hook","../marketplace-app/features/push-notifications/hooks.ts","2026-07-13","Zavoia","local_code","Hook states it does not request or register; service contains uninvoked token path","Listener or inbox presence must not be described as operational registration"
"CODE031","Zavoia marketplace app","Placeholder marketplace home data","../marketplace-app/features/home/placeholder-data.ts","2026-07-13","Zavoia","local_code_demo","Fabricated London businesses ratings images and discount offers","Must be removed or clearly gated before Romanian launch"
"CODE032","Zavoia marketplace app","Placeholder home API","../marketplace-app/features/home/api.ts","2026-07-13","Zavoia","local_code_demo","States featured and promotions endpoints do not exist and returns placeholders","Not a merchant promotion engine"
"CODE033","Zavoia marketplace app","Terms and Conditions page","../marketplace-app/app/terms-and-conditions.tsx","2026-07-13","Zavoia","local_code_marketing","Literal Lorem Ipsum terms with a December 2024 label","Launch blocker; not legal content"
"CODE034","Zavoia marketplace app","Company details page","../marketplace-app/app/company-details.tsx","2026-07-13","Zavoia","local_code_marketing","Fabricated company registration VAT address email phone and domain placeholders","Launch blocker; not real company evidence"
"CODE035","Zavoia public web","Footer links and newsletter","../zavoia-web/src/components/shell/footer.tsx","2026-07-13","Zavoia","local_code_marketing","Absent legal/about/support/offers routes; stale London links; newsletter success without endpoint","Launch blocker and 404/deceptive-success risk"
"CODE036","Zavoia public web","SEO category content","../zavoia-web/src/app/_components/category-content.tsx","2026-07-13","Zavoia","local_code","Indexable city-industry pages render Businesses coming soon","Does not distribute live marketplace supply"
"CODE037","Zavoia legacy marketplace","Maintenance rewrite","../marketplace/vercel.json","2026-07-13","Zavoia","local_code","All non-API traffic rewrites to maintenance","Legacy product is dormant and not a live acquisition surface"
"CODE038","Zavoia admin-api","Booking settings entity","../admin-api/src/entities/bookingSettings.entity.ts","2026-07-13","Zavoia","local_code","Advance windows slots buffers cancellation reschedule confirmation staff selection reminders","No deposit or customer payment settings; cancellation is merchant-configurable"
"CODE039","Zavoia admin-api","Customer review submission","../admin-api/src/modules/marketplace/customer/customer.service.ts","2026-07-13","Zavoia","local_code","Appointment-linked customer review submission","Submit path does not enforce completed appointment status"
"CODE040","Zavoia admin-api","Marketplace self-publication","../admin-api/src/modules/marketplace-listing/marketplace-listing.service.ts","2026-07-13","Zavoia","local_code","Owners can publish marketplace listings","No KYB identity verification workflow was found"
"CODE041","Zavoia admin CRM and API","Internal website catalogue administration","../admin-crm/src/features/websiteVariants","2026-07-13","Zavoia","local_code","Internal section and variant catalogue routes and CRUD foundations with current commercial-field work","Material admin-crm and admin-api catalogue files were uncommitted; report reproducibility manifest records representative SHA-256 hashes"
"macro_sme_2025","European Commission Joint Research Centre","Romania SME Fact Sheet 2025","https://single-market-economy.ec.europa.eu/document/download/6ce36fb1-36e9-469d-a62f-b80a33841242_en?filename=Romania+-+SME+Fact+Sheet+2025.pdf","2026-07-13","Romania","official_estimate_report","2024 estimate of 929463 SMEs; 99.8 percent of enterprises; 876813 micro enterprises","Non-financial business economy estimate; not a target-niche business count or paying TAM"
"digital_intensity_2023","Eurostat","Digitalisation in Europe: Romanian enterprise digital intensity","https://ec.europa.eu/eurostat/web/products-eurostat-news/w/ddn-20240829-1","2026-07-13","Romania; EU","official_statistics_article","72.1 percent of Romanian enterprises in scope had very low digital intensity in 2023","Survey covers enterprises with at least 10 persons and selected activities; excludes many micro firms and niches"
"ai_adoption_2024","Eurostat","AI use in enterprises in 2024","https://ec.europa.eu/eurostat/web/products-eurostat-news/w/ddn-20250123-3","2026-07-13","Romania; EU","official_statistics_article","Romania enterprise AI-use rate of 3.1 percent in 2024","Enterprise ICT scope is not representative of target micro-businesses"
"digital_decade_ro_2025","European Commission","Romania 2025 Digital Decade Country Report","https://digital-strategy.ec.europa.eu/en/factpages/romania-2025-digital-decade-country-report","2026-07-13","Romania","official_policy_report","Official assessment that Romanian enterprise and SME digitalisation lags the EU","Policy assessment; does not quantify niche TAM or willingness to pay"
"insse_enterprise_tables","Institutul Național de Statistică","TEMPO-Online enterprise statistics catalogue","https://statistici.insse.ro/shop/index.jsp?context=55&lang=ro&page=tempo2","2026-07-13","Romania","official_statistics_catalogue","Identifies tables for active enterprises and local units by four-digit CAEN and employee size/county","Numeric cells could not be exported; no niche counts were inferred"
"caen_rev3_beauty","Oficiul Național al Registrului Comerțului","CAEN Rev.2 9602 to CAEN Rev.3 correspondence","https://www.onrc.ro/index.php/ro/caen-rev3-explicatii?CLASA_REV2=9602&DENUMIRE_REV2=Coafur%C4%83%20%C8%99i%20alte%20activit%C4%83%C8%9Bi%20de%20%C3%AEnfrumuse%C8%9Bare","2026-07-13","Romania","official_classification","Rev.3 separation of hair barber beauty-treatment and related activities","Classification only; no enterprise count; historical values need official reallocation"
"beauty_order_1648","Ministerul Sănătății; Portal Legislativ","Order 1648 of 29 March 2024","https://legislatie.just.ro/public/DetaliiDocument/281606","2026-07-13","Romania","official_law","Legal basis for beauty tattoo piercing and dermal-implant hygiene norms; effective 10 May 2024","Regulatory scope only; not market-size evidence"
"beauty_hygiene_norms_2024","Ministerul Sănătății; Portal Legislativ","Hygiene norms for beauty tattoo piercing and dermal-implant salons","https://legislatie.just.ro/public/DetaliiDocument/281607","2026-07-13","Romania","official_law","Covered procedures qualified operators client/procedure records disinfection and sterilisation registers and electronic records","Obligations vary by procedure; not demand evidence"
"lawyers_active_2025","Casa de Asigurări a Avocaților; UNBR","CAA Annual Report 2025","https://unbr.ro/wp-content/uploads/2026/05/Raport-CAA-2025-v7-A4-r.pdf","2026-07-13","Romania","professional_body_report","23445 active lawyers in 2025","Counts professionals not distinct firms locations SaaS buyers or TAM"
"accounting_sector_2024","CECCAR","Sectoral money-laundering risk assessment report","https://ceccar.ro/ro/wp-content/uploads/2025/08/PDF-Raport-CECCAR-2025-evaluare-risc-spalarea-banilor.pdf","2026-07-13","Romania","professional_body_report","5671 individual liberal professionals; 12776 authorised accounting entities; 48108 total members at 2024 year-end","Categories differ and must not be summed; not buyers or TAM"
"tax_consultants_2024","Camera Consultanților Fiscali","Sectoral risk assessment report","https://ccfiscali.ro/content/ONPCSB/2025/Iulie/Raport%20evaluare%20sectoriala.pdf","2026-07-13","Romania","professional_body_report","4180 active tax consultants at end Q4 2024","Professionals not unique firms or willingness to pay"
"notaries_2025","Ministerul Justiției; Portal Legislativ","Order 2260/C updating notary-public posts","https://legislatie.just.ro/Public/DetaliiDocument/303980","2026-07-13","Romania","official_law","2696 notaries in function in 2025 post structure","Occupied posts/persons not unique offices or buyers"
"education_system_2024_25","Ministerul Educației și Cercetării","State of pre-university education 2024-2025","https://www.edu.ro/sites/default/files/_fi%C8%99iere/Minister/2025/div/Rapoarte_sistem/Raport_Stare_invatamant_preuniversitar_2024-2025.pdf","2026-07-13","Romania","official_statistics_report","2.8688 million pre-university pupils","Pupil population is not tutoring demand or supply"
"online_learning_2023","Eurostat","Increase in online education in the EU in 2023","https://ec.europa.eu/eurostat/web/products-eurostat-news/w/ddn-20240124-2","2026-07-13","Romania; EU","official_statistics_article","10 percent of Romanian internet users 16-74 used an online course or learning material","Not private-tutoring purchase or software adoption"
"child_deprivation_2024","Eurostat","Child-specific material deprivation in 2024","https://ec.europa.eu/eurostat/web/products-eurostat-news/w/ddn-20250613-2","2026-07-13","Romania; EU","official_statistics_article","31.8 percent of Romanian children under 16 faced child-specific material deprivation","Welfare measure; does not directly measure tutoring affordability or intent"
"pet_households_2025","FEDIAF","FEDIAF Annual Report 2025","https://www.europeanpetfood.org/wp-content/uploads/2025/12/FEDIAF-AR-2025_Online.pdf","2026-07-13","Romania; Europe","industry_association_report","Estimated Romanian household dog and cat ownership shares","Industry estimates overlap and must not be added; not a business count"
"pet_methodology_2026","FEDIAF","FEDIAF Annual Report and Facts and Figures 2026 methodology","https://europeanpetfood.org/wp-content/uploads/2026/06/FEDIAF_Annual-Report_2026_WEBv1.1.pdf","2026-07-13","Romania; Europe","industry_association_methodology","Romanian pet values use consulting estimates when association data were unavailable","Confirms estimation rather than census"
"vet_unit_register","Colegiul Medicilor Veterinari din România","Unique register search for veterinary units","https://cmvro.cmvro.ro/cmvro/Unitati.aspx","2026-07-13","Romania","professional_register","Official live unit register by county","No frozen national count extracted; rows are not necessarily active bookable buyers"
"vet_register_review_2019_24","Colegiul Medicilor Veterinari din România","Random verification of veterinary units 2019-2024","https://cmvro.ro/files/download/noutati/Raport%20CMVRO%202019%20-%202024.pdf","2026-07-13","Romania","professional_body_report","Register-quality and verification caveats","Some ceased or nonexistent units remained pending removal; verification incomplete"
"pet_grooming_rules_2024","ANSVSA; Portal Legislativ","Veterinary sanitary norm of 18 January 2024","https://legislatie.just.ro/Public/DetaliiDocument/279034","2026-07-13","Romania","official_law","Registration authorisation facility and equipment requirements including dog-grooming units","Regulation only; no business count or software demand"
"doctors_2026","Colegiul Medicilor din România","World Health Day 2026 physician-capacity release","https://www.cmr.ro/wp-content/uploads/2026/04/CMR-Comunicat-Ziua-Mondiala-a-Sanatatii-2026.pdf","2026-07-13","Romania","professional_body_register_snapshot","61934 physicians with valid practice approval at 7 April 2026 plus over 22000 residents","People across public/private practice not private clinics or buyers"
"dentistry_access_2026","Colegiul Medicilor Stomatologi din România","National Council meeting summary 19 March 2026","https://cmsr.ro/rezumat-sedinta-ordinara-a-consiliului-national-al-cmsr-din-data-de-19-03-2026/","2026-07-13","Romania","professional_body_analysis","Approximate one dentist per 735 residents and about 0.3 visits per person yearly","Approximate ratios not practice counts revenue or demand"
"physio_authorisation","Colegiul Fizioterapeuților din România","College and Unique Register of Physiotherapists","https://colegiulfizioterapeutilor.ro/colegiul/","2026-07-13","Romania","professional_regulator_page","Only authorised members may legally practise; unique register exists","No verified national independent-cabinet count extracted"
"physio_caen_rev3","Colegiul Fizioterapeuților din România","CAEN code update for physiotherapy","https://colegiulfizioterapeutilor.ro/actualizare-cod-caen/","2026-07-13","Romania","professional_regulator_notice","CAEN Rev.3 code 8695 from 2025","Classification only; not business-count evidence"
"gdpr_article9","European Union; EUR-Lex","Regulation EU 2016/679 Article 9","https://eur-lex.europa.eu/eli/reg/2016/679/2016-05-04/eng","2026-07-13","EU; Romania","official_law","Health data are special-category personal data","Not legal advice; lawful basis and roles depend on processing and contracts"
"patient_rights_law","Romanian Parliament; Portal Legislativ","Law 46/2003 on patient rights consolidated","https://legislatie.just.ro/Public/DetaliiDocument/232304","2026-07-13","Romania","official_law","Confidentiality of condition investigations diagnosis prognosis treatment and personal data","Does not determine Zavoia controller/processor role"
"telemedicine_rules","Government of Romania; Portal Legislativ","Government Decision 1133/2022 telemedicine rules","https://legislatie.just.ro/public/DetaliiDocument/259367","2026-07-13","Romania","official_law","Telemedicine scope quality patient-rights confidentiality and organisation requirements","Relevant only if product supplies or materially supports telemedicine"
"car_motorisation_2022","Eurostat","Passenger cars per 1000 inhabitants in 2022","https://ec.europa.eu/eurostat/web/products-eurostat-news/w/ddn-20240117-1","2026-07-13","Romania; EU","official_statistics_article","Romania had 417 passenger cars per 1000 residents in 2022","Fleet density is not appointment demand or workshop count"
"car_fleet_age_2024","Eurostat","Passenger cars in the EU","https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/25886.pdf","2026-07-13","Romania; EU","official_statistics_report","Romania among countries with high share of passenger cars over 20 years in 2024","Fleet age is context not service frequency spending or buyers"
"rar_itp_authorisation","Registrul Auto Român","Authorisation of periodic technical inspection stations","https://www.rarom.ro/?page_id=51","2026-07-13","Romania","official_regulator_page","ITP by RAR or RAR-authorised monitored operators","No national station count"
"rar_itp_live_list","Registrul Auto Român","Authorised ITP units public lists","https://prog.rarom.ro/listepublice/itp.asp","2026-07-13","Romania","official_regulatory_register","Current county-level ITP unit lists","No deduplicated count; unit is not necessarily a distinct firm or buyer"
"rar_activity_2024","Registrul Auto Român","Activity Report and Programme 2024-2025","https://www.rarom.ro/wp-content/uploads/2025/05/Raport-activitate-si-program_2024-2025.pdf","2026-07-13","Romania","official_regulator_report","1198 automotive-market complaints in 2024 and categories","Selected complaints not prevalence or proof scheduling solves them"
"sport_employment_2023","Eurostat","Employment in sport in 2023","https://ec.europa.eu/eurostat/web/products-eurostat-news/w/ddn-20240726-2","2026-07-13","Romania; EU","official_statistics_article","Sport was 0.28 percent of Romanian employment in 2023","Broad sport indicator not trainer or gym count"
"sport_employment_2024","Eurostat","Employment in sport 2024","https://ec.europa.eu/eurostat/statistics-explained/SEPDF/cache/44953.pdf","2026-07-13","Romania; EU","official_statistics_report","Romanian sport employment fell 25 percent in 2024","Broad volatile series not willingness to pay"
"romania_vat_21","Romanian Parliament; Portal Legislativ","Law 141/2025","https://legislatie.just.ro/Public/DetaliiDocument/300229","2026-07-13","Romania","official_law","Fiscal Code amendment setting standard VAT at 21 percent effective 1 August 2025","Application to a specific SaaS invoice depends on customer status place of supply registration reverse charge OSS and later rules"
"anaf_vat_2025","ANAF","Guide to main VAT-rate changes","https://static.anaf.ro/static/10/Anaf/AsistentaContribuabili_r/Cotele_de_TVA_09.2025.pdf","2026-07-13","Romania","official_tax_guidance","Corroborates 21 percent standard VAT from 1 August 2025","General guidance; business-specific treatment needs accounting review"
"stripe_ro_pricing","Stripe","Pricing and fees Romania","https://stripe.com/en-ro/pricing","2026-07-13","Romania","official_processor_pricing","Standard EEA 1.5 percent plus 1 RON; premium EEA 1.9 percent plus 1; UK 2.5 percent plus 1; international 3.25 percent plus 1; conversion plus 2 percent; dispute fees","Actual mix terms Billing Connect refunds taxes and negotiated rates can add or change cost"
"stripe_ro_billing","Stripe","Romania Billing pricing","https://stripe.com/en-ro/billing/pricing","2026-07-13","Romania","official_processor_pricing","Billing pay-as-you-go at 0.7 percent of Billing volume; annual-contract option starts at 2850 RON monthly","Can stack with Payments fees; actual volume basis account contract service tax and product configuration can differ"
"stripe_connect","Stripe","Connect pricing","https://stripe.com/connect/pricing","2026-07-13","Global USD","official_processor_pricing","Published models differ by who controls connected-account pricing; platform-controlled reference includes active-account and payout fees","Not Romania-localized; liability payer country contract and funds flow determine actual cost"
"twilio_ro_sms","Twilio","SMS pricing in Romania","https://www.twilio.com/en-us/sms/pricing/ro","2026-07-13","Romania","official_provider_pricing","Outbound SMS listed at USD 0.0781 per segment before possible carrier fees; failed message processing USD 0.001","Price varies by destination carrier number and future provider changes; USD conversion separate"
"twilio_segments","Twilio","Message character limits and segments","https://www.twilio.com/docs/glossary/what-sms-character-limit","2026-07-13","Global","official_provider_documentation","GSM-7 Unicode and concatenation determine SMS segment count","Does not state Zavoia internal credit policy"
"ecb_fx_20260710","European Central Bank Data API","RON per EUR reference rate 10 July 2026","https://data-api.ecb.europa.eu/service/data/EXR/D.RON.EUR.SP00.A?startPeriod=2026-07-10&endPeriod=2026-07-10&format=csvdata","2026-07-13","EU","official_date_bounded_reference_rate","EUR RON 5.2333 on 2026-07-10","Reference rate is not a guaranteed settlement rate"
"ecb_usd_fx_20260710","European Central Bank Data API","USD per EUR reference rate 10 July 2026","https://data-api.ecb.europa.eu/service/data/EXR/D.USD.EUR.SP00.A?startPeriod=2026-07-10&endPeriod=2026-07-10&format=csvdata","2026-07-13","EU","official_date_bounded_reference_rate","EUR USD 1.1430 on 2026-07-10","Reference rate is not a guaranteed settlement rate"
"mero_pricing","MERO","Prețuri aplicație programări - MERO Profesioniști","https://mero.ro/pro/preturi","2026-07-13","Romania","official_pricing","EUR 34.99 monthly excluding VAT; one professional; EUR 9.99 additional active professional; unlimited bookings/SMS; 14-day trial","No general marketplace-acquisition commission or appointment-payment rate disclosed"
"mero_product","MERO","Câștigă timp și clienți fideli cu MERO","https://mero.ro/pro","2026-07-13","Romania","official_product","Marketplace profile Google/social booking payments reports waitlist and link from owned website","Profile/links are not a merchant-controlled website builder; scale is vendor-claimed"
"mero_gift_cards","MERO Asistență","Carduri Cadou","https://asistenta.mero.ro/ro/articles/5756305-carduri-cadou","2026-07-13","Romania","official_help","Zero MERO commission on gift cards and 1.5 percent plus 1 RON Stripe processing for own gift cards","Specific to gift cards; not proof for all appointment payments"
"mero_appstore","Apple App Store; MERO","MERO Pro","https://apps.apple.com/ro/app/mero-pro/id1554148874","2026-07-13","Romania","app_store","Corroborates a current Romanian business app and marketplace/profile/booking functionality","Does not independently verify vendor scale or marketing claims"
"stailer_pricing","Stailer","Stailer Beauty Pro pricing","https://lp.stailer.app/pricing","2026-07-13","Romania","official_pricing","175 RON per 30 days for whole salon; 25 RON credits; unlimited bookings/reminders; seven-day card trial; commission configurable 0 to 100 percent","Conflicts with App Store channel pricing; tax wording must be read with terms"
"stailer_terms","Stailer","Terms and conditions","https://lp.stailer.app/terms-conditions","2026-07-13","Romania","official_legal","175 RON plus VAT where applicable each 30 days; credit equals 1 RON and expires after 180 days; optional acquisition commission mechanics","Terms mix provider references and omit payment-processing rates"
"stailer_model_change","Stailer","Noul model Stailer","https://blog.stailer.ro/noul-model-stailer-mai-simplu-flexibil-si-mai-avantajos-pentru-tine/","2026-07-13","Romania","official_blog","Documents shift from fixed acquisition commissions to subscription plus optional 0 to 100 percent commission","April 2025 publication; current pricing/terms prevail"
"stailer_appstore","Apple App Store; Stailer","STAILER Beauty PRO","https://apps.apple.com/ro/app/stailer-beauty-pro/id1535434485","2026-07-13","Romania","app_store","Current business app; monthly Pro IAP 239.99 RON and monthly Individual 139.99 RON","Channel prices conflict with official web price; reviews are not market-share evidence"
"fresha_pricing","Fresha","Dynamic pricing USD render observed during audit","https://www.fresha.com/en-GB/pricing","2026-07-13","Geolocation-dynamic; USD render","official_dynamic_pricing_observation","Observed USD 19.95 monthly Independent; USD 14.95 monthly per bookable team member; local sales taxes excluded; 20 percent new-client fee with USD 6 minimum","URL output is geolocation-dynamic and is not a stable Romania quote; another audit render produced PLN prices and different marketplace-fee output"
"fresha_pricing_pln","Fresha","Dynamic pricing PLN render observed during audit","https://www.fresha.com/ro/pricing","2026-07-13","Geolocation-dynamic; Poland-context render","official_dynamic_pricing_observation","Observed PLN 29 monthly Independent; PLN 19 monthly per bookable member; 23 percent sales tax excluded; new-client line rendered free","Language path is not a country-price guarantee; conflicts with the USD render and cannot be treated as Romania pricing"
"fresha_plan_help","Fresha Help Center","Manage your Fresha plan","https://www.fresha.com/help-center/knowledge-base/billing-and-fees/574-manage-your-fresha-plan","2026-07-13","Global","official_help","Independent and Team plan structure; price based on bookable team members; first-day monthly charge; cancellation/reactivation mechanics","Numeric prices and allowances delegate to dynamic pricing page"
"fresha_bucharest","Fresha","Best salons in București","https://www.fresha.com/lp/en/ro-bucure%C8%99ti","2026-07-13","Bucharest Romania","official_marketplace","Active Bucharest marketplace with RON services and current reviews","Displayed venue count is dynamic/category-specific and not market share"
"fresha_profile","Fresha Help Center","Create your online profile","https://www.fresha.com/help-center/knowledge-base/online-profile/102075-create-your-online-profile","2026-07-13","Global","official_help","Defines customer-facing surface as marketplace profile and billing prerequisite to publish","Does not document full merchant website builder or native custom domain"
"fresha_direct_links","Fresha Help Center","Add a book button to your website","https://www.fresha.com/help-center/knowledge-base/online-profile/152-add-a-book-button-to-your-website","2026-07-13","Global","official_help","Direct links and buttons lead to Fresha pages; merchant-owned acquisition can avoid new-client fee","Requires listed Fresha profile and attribution conditions"
"fresha_new_client_fee","Fresha Help Center","Marketplace new client fees","https://www.fresha.com/help-center/knowledge-base/billing-and-fees/188-188-marketplace-new-client-fees","2026-07-13","Global","official_help","Fee applies once to marketplace-discovered client's first completed appointment; attribution can persist across later channel","Numeric rate delegated to pricing page; rules can produce non-obvious attribution"
"notino_pricing","Notino Partner","Prețuri sistem de rezervări pentru saloane","https://partner.notino.ro/preturi/","2026-07-13","Romania","official_pricing","Basic free forever and Premium currently completely free; bookings CRM reviews notifications waitlist affiliate program","No guarantee Premium stays free; payment-at-booking rates not disclosed"
"notino_about","Notino Partner","Despre noi","https://partner.notino.ro/despre-noi/","2026-07-13","Romania; CEE","official_product","Romanian expansion and web booking plus dated milestones","Scale figures are self-reported"
"notino_affiliate","Notino Partner","Programul de afiliere","https://partner.notino.ro/programul-de-afiliere/","2026-07-13","Romania","official_program_terms","5 percent qualifying retail reward; conditional 20 RON first app-booked client benefit; referral reward","Rewards are not transferable cash; conditions and first-three-month limit apply"
"notino_premium_update","Notino Partner","Premium rămâne gratuit in 2026","https://partner.notino.ro/inspiratie/noutati/premium-gratuit-modificare-beneficiu-2026/","2026-07-13","Romania","official_blog","Corroborates Premium currently free and limits new-client benefit","Promotional policy can change"
"bookr_pricing","Bookr","Alege planul potrivit","https://bookr.ro/ro/preturi","2026-07-13","Romania","official_pricing","Free one staff and 100 appointments monthly; Gold EUR 24.99 and Platinum EUR 44.99 monthly with unlimited staff; annual EUR 249.99/449.99; EXTRA20 first-transaction offer","VAT not documented; claimed 20 percent annual saving conflicts with listed totals at about 16.7 percent; EXTRA20 has no stated end date; generated website wording does not establish free-form editor or custom domain"
